Storm Name,Storm Level,Casualties,Location
Harry,1,274,Philadelphia
Celia,2,246,Salt Lake City
Livia,1,139,Henderson
George,3,149,Laredo
Jack,2,63,Paris
Aeris,2,241,Indianapolis
Harry,3,31,Bakersfield
Rufus,3,182,Ontario
Eileen,1,71,Madrid
Alexander,4,11,Jersey City
Phillip,4,110,Arlington
Marvin,1,218,Worcester
Logan,2,115,Huntsville
Harry,4,109,Indianapolis
Ronald,4,126,San Francisco
Dorothy,1,246,Norfolk
Elijah,2,166,Denver
Marla,1,251,Fort Lauderdale
Chris,4,9,Los Angeles
Clint,4,92,Arlington
Felicity,3,180,Quebec
Phillip,3,3,San Bernardino
Helen,1,224,Stockton
Daron,4,72,San Jose
Marissa,1,69,Honolulu
Hadley,4,207,Henderson
Chadwick,4,165,Seattle
Mason,3,164,Philadelphia
Marilyn,1,296,London
Mark,1,275,Saint Paul
Oliver,3,272,Hayward
Kamila,2,212,Jersey City
Johnathan,4,264,Venice
William,3,114,Milano
Rick,2,112,Rome
Adela,1,256,Escondido
Rachael,1,30,Kansas City
Mavis,4,221,Rochester
Denny,4,88,Colorado Springs
Nate,2,12,Bucharest
Esmeralda,3,128,Salt Lake City
Leroy,1,115,Murfreesboro
Caleb,2,125,Santa Ana
Catherine,3,203,Bridgeport
Estrella,4,56,Omaha
Anabelle,1,178,Minneapolis
Lynn,1,258,Reno
Chad,3,297,Honolulu
Michael,3,66,St. Louis
Cedrick,3,150,Portland
Mary,3,116,London
Joseph,2,259,Norfolk
Maxwell,3,13,Omaha
Lucas,3,212,Bucharest
Gabriel,3,234,Columbus
Havana,3,265,Bellevue
Bernadette,3,229,Baltimore
Jack,3,145,Laredo
Carolyn,4,4,Salem
Daniel,3,198,Indianapolis
Adalind,4,153,Washington
Noah,4,234,St. Louis
Alba,3,210,Prague
Martin,4,72,Innsbruck
Caydence,1,162,Amarillo
Katelyn,3,166,Houston
Marigold,1,134,Bellevue
Fiona,1,131,Garland
Adina,4,53,Lincoln
Callie,1,82,Bridgeport
Tyler,2,127,Quebec
Maxwell,2,171,Colorado Springs
Crystal,2,7,Richmond
Bart,1,160,San Antonio
Harry,2,285,Hayward
Fred,4,146,Fullerton
Wade,2,272,Tulsa
Jacqueline,3,132,Detroit
Carter,2,198,Wien
Mina,4,7,Santa Ana
Macy,3,140,Garland
Adina,2,182,Boston
Brad,4,183,Omaha
Abdul,2,142,Wien
Russel,3,207,Wien
Sage,4,267,Columbus
Kurt,4,209,Milwaukee
Danny,4,183,Amarillo
Javier,4,70,Innsbruck
David,4,28,Lincoln
William,2,290,Wien
Sadie,4,121,El Paso
Liam,2,1,Colorado Springs
Florence,1,174,New Orleans
Erick,3,160,Saint Paul
Nick,2,136,Worcester
Rosemary,3,251,Richmond
Nate,4,190,San Diego
Josh,3,219,Miami
Angel,4,135,Springfield
Ramon,2,165,Moreno Valley
Daron,4,113,Atlanta
Chuck,2,248,Omaha
Elijah,3,255,San Jose
Chelsea,2,7,Norfolk
Elisabeth,1,24,Bucharest
Chris,1,9,Berna
Ramon,1,25,Oklahoma City
Tyson,3,41,Tulsa
Clint,3,48,Salem
Estrella,1,16,Venice
Emely,2,172,Long Beach
Joyce,4,115,Lancaster
Tom,2,113,Jersey City
Dasha,3,101,Nashville
Hayden,2,143,Madrid
Clint,4,255,Columbus
Florence,4,23,Los Angeles
Sofia,3,225,Stockton
Logan,1,158,Lisbon
Ethan,2,274,Bucharest
Camellia,4,223,New York
Marilyn,4,56,Springfield
Nick,4,234,Houston
Doug,2,192,Indianapolis
George,4,65,Rome
Julius,4,136,Prague
Daphne,4,256,St. Louis
Eden,1,52,El Paso
Carolyn,2,97,Innsbruck
Blake,2,231,San Bernardino
Piper,3,144,Milano
Ron,3,63,Berna
Nate,2,134,Pittsburgh
Michael,1,142,Madrid
Boris,1,227,Colorado Springs
Bristol,2,295,Albuquerque
Darlene,1,178,Wien
Russel,2,108,Omaha
Ramon,1,219,Cincinnati
Martin,4,191,Oklahoma City
Audrey,4,115,Memphis
Elly,4,210,Amarillo
Camden,3,298,Scottsdale
Daron,3,114,San Bernardino
David,4,274,Pittsburgh
Anne,2,10,Madison
Dani,4,141,Berna
Mina,3,101,Henderson
Rufus,3,126,Lisbon
Lucas,1,43,San Bernardino
Noah,3,233,Jersey City
Hanna,1,210,Dallas
Nick,4,68,Lisbon
Denny,1,165,Boston
Anabelle,2,77,Detroit
Denny,2,266,Laredo
Adelaide,1,54,Orlando
Hailey,1,67,Jacksonville
Paige,4,208,New York
Logan,3,119,Baltimore
Parker,2,280,San Francisco
Clint,2,278,Chicago
Summer,1,157,Indianapolis
Leroy,3,229,Lyon
Adela,4,234,New Orleans
Julius,3,106,St. Louis
Denis,4,27,Lisbon
Wade,2,246,Bakersfield
Jacqueline,1,223,Orlando
Harmony,2,78,London
Holly,3,115,San Francisco
Tania,3,119,Innsbruck
Clarissa,4,187,Garland
Luke,1,152,Atlanta
Chuck,4,198,Murfreesboro
Chester,1,97,Salem
Leroy,2,293,Lyon
Margot,3,219,Denver
Bob,4,174,Springfield
Benjamin,3,134,Bucharest
Fiona,4,227,Ontario
Iris,1,258,Miami
Megan,2,52,London
Christine,4,183,Las Vegas
Denis,2,107,Fullerton
Barney,2,71,San Bernardino
Anabelle,3,99,Washington
Bryon,3,270,Otawa
Colleen,3,83,Indianapolis
Ethan,3,60,Quebec
Johnathan,4,143,Fremont
Melania,3,239,Nashville
Oliver,4,0,Paris
Meredith,1,254,Moreno Valley
Julian,1,274,Worcester
Elena,1,278,Sacramento
Molly,1,69,Saint Paul
Dakota,1,211,Arlington
Enoch,4,177,Madison
Daphne,3,29,Zurich
Tony,4,135,Charlotte
Ivy,4,271,Tallahassee
Brooklyn,3,42,Reno
Peter,3,122,Columbus
Ciara,2,173,Wien
Marigold,2,132,Colorado Springs
Chad,4,172,Honolulu
Meredith,3,93,Wien
Joseph,2,128,San Francisco
Charlize,3,263,Bridgeport
Angelica,2,149,Lisbon
Sienna,2,116,Columbus
Megan,3,36,Toledo
Colleen,1,75,Memphis
Eve,2,104,Otawa
Rosalee,4,65,Nashville
Lucy,3,238,Madison
Marvin,2,166,Indianapolis
Leroy,2,211,London
Barry,1,103,El Paso
Henry,2,185,San Francisco
Elisabeth,4,241,Berna
Piper,1,23,Indianapolis
Julius,3,196,Berna
Harry,3,244,Lancaster
Vera,3,291,Milwaukee
Erick,3,99,Omaha
Phillip,4,130,Venice
Rihanna,3,34,Norfolk
Maxwell,1,82,Portland
Nick,3,269,Omaha
Ryan,3,2,Washington
Owen,4,232,Ontario
Sarah,3,153,Long Beach
Angelina,2,211,Lincoln
Priscilla,2,250,Lakewood
Sloane,2,42,Lincoln
Jessica,3,231,Louisville
Wendy,4,33,Amarillo
Alan,4,10,Washington
Peter,3,283,Huntsville
Rylee,4,254,Berna
Ethan,4,41,Milano
Anais,4,218,Paris
Kamila,4,27,Baltimore
Rocco,1,230,St. Louis
Marvin,2,153,Chicago
Harry,2,62,San Antonio
Tyson,4,98,Memphis
Gwenyth,4,185,Salem
Lucas,1,254,Huntsville
Cassidy,3,44,Milwaukee
Louise,1,163,San Diego
Alex,2,197,Fort Lauderdale
Greta,3,274,Berna
Josh,3,250,Berna
Estrella,3,161,El Paso
William,3,175,Colorado Springs
Kieth,1,53,San Jose
Denny,2,230,Innsbruck
Manuel,1,145,Stockton
Stephanie,1,122,Fullerton
Leslie,4,210,Garland
Chadwick,3,198,Fayetteville
Nicholas,3,262,Escondido
Samantha,2,155,Bridgeport
Chloe,4,179,Charlotte
Noah,1,127,Valetta
Alexander,1,188,Norfolk
Alexa,3,266,Lyon
Alexander,3,208,Jersey City
Sage,2,59,Bucharest
Aisha,3,226,Zurich
Ember,1,235,Valetta
Rosemary,1,75,San Francisco
Jocelyn,1,270,Long Beach
Hadley,3,150,Salem
Payton,1,104,Oakland
Ilona,4,129,Sacramento
Chester,2,83,Colorado Springs
Deborah,3,144,New Orleans
Jenna,2,100,Bakersfield
Ember,2,260,Bakersfield
Mavis,1,157,Omaha
Kimberly,4,24,Bridgeport
Chadwick,3,178,Norfolk
Michaela,4,36,San Jose
Russel,1,288,Fayetteville
Ron,4,74,Oakland
Sloane,1,99,Bakersfield
Aleksandra,4,212,Columbus
Wade,3,250,Reno
Makenzie,4,105,Salt Lake City
Elijah,1,141,Memphis
Johnathan,1,134,Murfreesboro
William,3,113,Charlotte
Dalia,2,148,Seattle
Bart,1,155,Long Beach
Eve,1,73,Escondido
Lindsay,2,42,Worcester
Gil,3,23,Quebec
Abdul,2,56,Bakersfield
Esmeralda,2,276,Paris
Fred,2,295,Bakersfield
Barney,3,42,Dallas
Russel,4,50,Rome
George,2,240,Madrid
Abdul,2,147,Berna
Carol,4,125,Garland
Clint,2,18,Hayward
Evelynn,2,11,Milano
Sarah,2,132,Otawa
Erick,1,197,Oklahoma City
Alexa,2,158,Reno
Julianna,4,161,Philadelphia
Ethan,2,254,Phoenix
Tony,4,104,Memphis
Gil,2,92,Fullerton
Penny,4,239,Norfolk
Allison,2,271,San Antonio
William,4,103,Henderson
Vicky,4,53,Toledo
Alison,3,230,Berlin
Vicky,4,120,Scottsdale
Clarissa,1,170,Columbus
Margaret,4,167,Springfield
Piper,2,10,Huntsville
Penny,3,67,Berna
Cecilia,1,66,Oakland
Abdul,1,266,Bridgeport
Rick,4,96,San Jose
Kimberly,1,222,Houston
Emma,2,225,Denver
Marla,3,250,Richmond
Dalia,3,287,Tulsa
Rick,4,259,New Orleans
Maribel,1,273,El Paso
Bart,1,191,Lisbon
Kendra,4,138,Arlington
Anne,2,22,Zurich
Wade,1,220,Sacramento
Ellen,4,232,Bakersfield
Noah,2,61,Laredo
Denis,2,260,Hayward
Harry,4,244,Memphis
Erica,1,207,Indianapolis
Marvin,4,153,Fort Lauderdale
Jacob,2,76,Irving
Sofie,2,161,Reno
Abdul,3,86,Phoenix
Alan,3,76,Tokyo
Johnny,2,142,Colorado Springs
Erick,1,102,Murfreesboro
Zoe,4,20,San Antonio
Martha,1,60,Madison
Daron,2,29,Tallahassee
Cedrick,4,4,Bellevue
Scarlett,3,140,Long Beach
Elle,4,142,Las Vegas
Carter,4,6,Omaha
Lindsay,3,142,Madison
Ronald,2,235,Lakewood
Doug,2,58,Phoenix
Daniel,1,51,Bellevue
Lucas,2,221,Colorado Springs
Adina,4,70,Charlotte
Nate,2,160,Washington
Karla,2,163,San Jose
Chester,4,177,Portland
Ron,3,240,Richmond
Julian,4,256,Fullerton
Michael,4,208,Innsbruck
Daria,1,258,Fremont
Danielle,4,261,Chicago
Vera,3,231,Hayward
Benny,4,274,Oakland
Davina,4,23,Garland
Carrie,2,171,Colorado Springs
Michael,3,93,Arlington
Angela,4,288,Irving
Daniel,4,95,Oakland
Leilani,1,10,Murfreesboro
Abdul,4,295,Pittsburgh
Sloane,1,170,Stockton
Tony,1,28,Glendale
Kurt,2,151,Cincinnati
Harry,4,73,Arlington
Cara,3,112,Laredo
George,2,17,Baltimore
Phillip,3,188,Toledo
Lindsay,2,254,Ontario
Fred,3,145,Santa Ana
Boris,3,93,Fayetteville
Nicole,3,216,Tokyo
Marla,3,117,Irving
Isla,1,89,Venice
Ally,3,124,Huntsville
Hank,4,50,Fullerton
Victoria,1,175,San Bernardino
Tyler,1,296,Valetta
Matt,1,174,Fayetteville
Sharon,1,53,Lincoln
Logan,2,161,New Orleans
Payton,1,115,New Orleans
Doug,2,230,Henderson
Clint,1,161,Fullerton
Angelica,1,268,Bucharest
Gil,1,102,Santa Ana
Daphne,4,35,Long Beach
Angelique,3,13,Saint Paul
Eileen,4,134,Rochester
Bob,1,137,Oklahoma City
Barney,2,64,Ontario
Lana,3,161,Garland
Leslie,3,177,Salem
Ethan,2,130,Santa Ana
Noah,1,282,Arlington
Kurt,3,210,Lyon
Elly,3,249,Laredo
Georgia,3,13,Memphis
Jacqueline,1,224,San Jose
Wade,1,66,Richmond
Ethan,4,200,Hollywood
Matt,3,283,Fayetteville
Boris,4,156,Scottsdale
Sharon,4,125,Quebec
Harry,2,54,Honolulu
Belinda,2,162,Orlando
Adina,2,164,Boston
Payton,1,254,Miami
Marvin,3,291,Las Vegas
Samantha,3,50,Lisbon
Janice,3,64,Santa Ana
Marigold,3,233,Bucharest
Adelaide,4,143,Garland
Jessica,2,93,Tokyo
Dorothy,1,290,San Antonio
Nancy,2,63,Los Angeles
Quinn,1,156,Lakewood
Josh,2,228,Bucharest
Domenic,1,256,San Diego
Marvin,1,203,Washington
Julianna,1,37,Irving
Sebastian,4,122,Worcester
Erica,2,13,Cincinnati
Bob,2,181,Portland
Kieth,3,96,San Francisco
Ramon,1,123,St. Louis
Morgan,3,267,Glendale
Sabrina,1,256,Milano
Percy,4,57,Los Angeles
Thea,1,39,Amarillo
Caydence,3,255,San Diego
Nancy,4,229,Oakland
Estrella,2,32,Atlanta
Felicity,3,63,Berlin
Martha,3,35,Columbus
Marvin,2,176,Rochester
Harriet,1,142,Long Beach
Daria,4,100,Amarillo
Rita,2,46,Toledo
Raquel,3,207,Tallahassee
Nick,4,65,Minneapolis
Deborah,2,76,Berlin
Selena,2,172,Cincinnati
Carolyn,4,233,Bakersfield
Gabriel,1,83,Wien
Wade,2,7,Valetta
Molly,3,94,Philadelphia
Alexander,4,39,San Bernardino
Rocco,3,127,Paris
Enoch,3,128,Atlanta
Violet,4,177,Fayetteville
Adela,3,47,Philadelphia
Logan,2,254,Lyon
Gabriel,1,214,Albuquerque
Maddison,4,276,Moreno Valley
Nick,4,29,San Bernardino
Bob,1,159,Laredo
Faith,1,73,San Diego
Cherish,3,81,Anaheim
Luke,3,123,Hayward
Lily,4,63,Prague
David,1,251,Pittsburgh
Jacqueline,3,92,Richmond
George,4,203,Hollywood
Kieth,4,46,Quebec
Domenic,2,90,Bucharest
Joseph,2,85,Phoenix
George,4,237,Lisbon
Jacob,1,167,Cincinnati
George,2,33,Berlin
Michael,1,128,Lakewood
Ramon,4,63,Fort Lauderdale
Danielle,3,253,Reno
Celina,2,189,Albuquerque
Jenna,1,196,Wien
Erick,1,127,Nashville
Ronald,2,118,Colorado Springs
Julian,4,123,Milano
Mya,3,197,Tallahassee
Mary,2,251,Bridgeport
Daria,4,268,Moreno Valley
Russel,2,109,St. Louis
Stephanie,2,268,Toledo
Daria,2,18,Garland
Katelyn,4,42,Arlington
Cecilia,2,114,Houston
Russel,2,232,Portland
Lexi,2,193,St. Louis
Penny,3,32,Stockton
Anais,3,171,Rome
John,2,164,Garland
Freya,3,189,Washington
Gabriel,4,181,Seattle
Lorraine,3,20,Escondido
Stephanie,3,226,Washington
Sofia,4,7,Toledo
Domenic,4,256,Reno
Ethan,4,143,Lancaster
Chloe,4,97,Amarillo
Nate,4,222,Rochester
Chanelle,3,85,Lyon
Carrie,3,69,Tallahassee
Ryan,3,163,Boston
Doris,1,266,Otawa
Ryan,1,137,Detroit
Eduardo,2,245,Seattle
Bryce,1,248,Nashville
Matthew,3,252,Berna
Anabelle,3,60,Henderson
Gabriel,2,33,Las Vegas
Hadley,1,12,Berna
Scarlett,1,130,Henderson
Hank,3,257,Columbus
Kassandra,4,70,Baltimore
Trisha,2,133,Columbus
Ramon,4,99,Hollywood
Martin,2,256,Columbus
Sofia,1,114,Salt Lake City
Angelica,1,215,Bakersfield
Brooklyn,3,178,Springfield
Sasha,1,92,Los Angeles
Mabel,3,132,Minneapolis
Blake,4,135,Memphis
Daniel,4,77,Henderson
Caleb,2,36,Venice
Nick,3,102,Pittsburgh
Maia,2,270,Bridgeport
Benny,4,35,Springfield
Percy,3,12,Honolulu
Isla,3,136,San Jose
Henry,2,140,Orlando
Bree,4,108,Lincoln
Nicholas,2,226,Bellevue
Zara,4,242,Sacramento
Tom,3,249,Tulsa
Doug,2,68,Otawa
Bryce,1,284,Phoenix
Abdul,4,132,Glendale
Benjamin,3,21,Cincinnati
Ema,4,264,Charlotte
Mya,4,238,Jersey City
Ada,3,276,Lancaster
Michael,3,200,Lincoln
Natalie,2,22,Lincoln
Paige,3,291,Amarillo
Erin,3,33,Tallahassee
Cara,2,92,Oakland
Celia,2,209,Anaheim
Cecilia,4,249,Hollywood
Daniel,4,5,San Antonio
Kassandra,3,249,Oakland
Elijah,4,256,Los Angeles
Marla,3,193,Lancaster
Aurelia,2,289,Colorado Springs
Denis,3,136,Tallahassee
Francesca,3,296,Houston
Luke,3,91,Paris
Hazel,3,180,Ontario
Matt,2,289,Berlin
Ruth,2,65,Garland
Vera,4,71,Baltimore
Noah,2,166,Lancaster
Marjorie,4,29,Henderson
Matt,1,137,Denver
Russel,4,265,Reno
Chadwick,3,164,Bellevue
Barney,2,207,Sacramento
Leanne,2,151,Amarillo
Chester,1,297,Philadelphia
Savannah,2,250,Columbus
Penny,4,22,Milwaukee
Danny,1,156,San Antonio
Mackenzie,3,116,Toledo
Alison,1,132,Milwaukee
Blake,3,155,Worcester
Nina,4,5,Paris
Ramon,4,281,Fayetteville
Alan,2,199,Lyon
Chadwick,4,207,Wien
Faith,3,272,Moreno Valley
Josh,4,241,Moreno Valley
Rick,2,149,Berlin
Emmanuelle,1,102,Charlotte
Mona,4,95,New York
Mason,3,126,Dallas
Samantha,1,137,Arlington
Tess,4,79,Otawa
Bart,1,57,Scottsdale
Cedrick,4,224,Houston
Sloane,3,229,Laredo
Martin,2,0,Philadelphia
Johnny,3,48,Memphis
Ryan,4,70,Albuquerque
Angela,4,194,Charlotte
Luke,3,221,Minneapolis
Shelby,4,198,Richmond
Ethan,2,86,London
Noemi,4,120,Lakewood
Bob,4,280,San Antonio
Ronald,3,157,Kansas City
Camila,4,254,Washington
Estrella,3,199,Philadelphia
Evie,4,3,Lincoln
Dani,3,257,Bellevue
Barney,2,231,Innsbruck
Diane,3,278,Zurich
Rita,2,137,Sacramento
John,2,288,New York
Fred,1,160,Hayward
Ron,4,264,Albuquerque
Lucas,4,107,Hollywood
Savannah,1,184,Lyon
Sylvia,3,94,Lakewood
Alan,2,105,Zurich
Hannah,3,285,Denver
Candace,4,285,Fayetteville
Olivia,4,212,Irving
Daron,4,142,Arlington
Chester,4,283,Hollywood
Matt,4,197,El Paso
Parker,2,159,New York
Amy,4,64,Madison
Sebastian,1,164,London
Harry,4,195,Garland
Emery,4,27,Moreno Valley
Henry,3,288,Atlanta
Louise,1,21,Henderson
Rebecca,1,241,Philadelphia
Russel,3,1,Los Angeles
Chuck,2,168,Colorado Springs
Lynn,2,109,Jersey City
Tara,2,234,Prague
Roger,4,215,Norfolk
Andie,1,125,Milwaukee
Nate,1,234,Chicago
Willow,4,106,Madrid
Harvey,1,53,Berna
Georgia,4,248,Atlanta
Harvey,2,18,Denver
Ryan,4,9,Bellevue
Liam,4,159,Baltimore
Denis,2,263,Fayetteville
Hope,1,118,San Diego
Anthony,3,83,Atlanta
Valerie,2,277,Tokyo
Josh,1,189,Houston
Oliver,4,58,Wien
Chuck,3,114,Los Angeles
Valerie,4,227,Miami
Shelby,1,150,Jersey City
Hayden,3,159,Arlington
Oliver,4,146,Fremont
Fred,4,35,Orlando
Carrie,4,98,Memphis
Chadwick,2,162,Philadelphia
Lexi,3,139,Oklahoma City
Erick,3,116,Bucharest
Josh,2,278,Amarillo
Tyler,1,225,Berlin
Sarah,4,89,Lisbon
Celia,3,74,Nashville
Bob,1,200,Worcester
Roger,2,294,Salem
Savannah,2,38,Reno
Barry,4,116,Tulsa
Daria,3,190,Venice
Lucas,1,133,Rome
Gil,2,22,Scottsdale
Winnie,3,105,Wien
Oliver,1,157,Honolulu
Leslie,3,174,Madison
Wendy,2,209,Berna
Davina,3,215,Salem
Hayden,1,135,Prague
Jenna,2,162,Oklahoma City
Jacqueline,3,98,Huntsville
Carl,1,223,Fort Lauderdale
Isla,3,292,Jacksonville
Hanna,3,189,Springfield
Shay,4,35,Worcester
Oliver,3,234,Amarillo
Aiden,1,22,Dallas
Luke,1,232,Laredo
Marina,4,174,Colorado Springs
Analise,1,203,Jersey City
Tyler,4,34,Memphis
Carrie,2,224,Bellevue
Chad,2,242,Lincoln
Evie,3,101,Tulsa
Julius,4,137,San Jose
Nathan,2,102,Colorado Springs
Destiny,4,161,Otawa
Matthew,1,246,Norfolk
Nancy,2,182,Oklahoma City
Owen,4,159,Hayward
Phillip,3,39,Bellevue
Javier,2,215,Berlin
Macy,1,290,Fremont
Victoria,3,34,Lisbon
Julianna,3,107,El Paso
Lucas,2,284,San Antonio
Alma,4,156,Atlanta
Isabella,4,112,Henderson
Chad,2,272,Oakland
Judith,2,293,Louisville
Celia,4,151,Columbus
Daniel,2,74,Milwaukee
Hayden,2,271,Boston
Dalia,3,139,Moreno Valley
Logan,2,295,Richmond
Carl,4,196,Valetta
Roger,2,161,Phoenix
Bob,2,275,Phoenix
Bob,3,101,Las Vegas
Savannah,2,208,Portland
Sebastian,4,69,Rochester
George,4,104,Glendale
Henry,3,251,Moreno Valley
Gemma,4,67,Springfield
Ramon,3,235,Colorado Springs
Chuck,1,5,Bellevue
Julius,1,246,Memphis
Sebastian,1,104,Fort Lauderdale
Owen,1,23,Norfolk
Manuel,4,176,Honolulu
Stacy,1,79,Milano
Benny,1,134,Oklahoma City
Luna,4,55,Laredo
Iris,4,173,Oakland
Camellia,2,27,Kansas City
Elle,3,242,Honolulu
Maxwell,2,37,Cincinnati
Claire,4,100,Toledo
Macy,3,252,San Diego
Mike,4,270,Las Vegas
Angela,1,265,Wien
Rocco,1,18,Santa Ana
Doug,2,165,Phoenix
Percy,3,138,Baltimore
Gil,3,145,Salem
Denis,3,159,Murfreesboro
Gwenyth,3,252,Venice
Ramon,3,19,Houston
Chadwick,4,164,New York
Brooklyn,1,48,Laredo
Angelique,2,29,Indianapolis
Peter,3,197,Valetta
Bristol,3,162,Lakewood
Brad,2,182,San Bernardino
Eden,3,209,Memphis
Leroy,4,173,Reno
Beatrice,2,106,Venice
Norah,3,121,Wien
Quinn,4,196,Bridgeport
Samara,2,202,El Paso
Caleb,2,91,Colorado Springs
Jacob,3,253,Tallahassee
Michelle,1,284,Pittsburgh
Angelina,1,179,Bucharest
Mason,1,164,Atlanta
Ron,1,15,Berlin
Aleksandra,2,207,Orlando
Josephine,1,171,Amarillo
Chester,4,39,Springfield
Tony,4,289,Escondido
Diane,3,203,Phoenix
Clint,4,241,Sacramento
Karla,3,278,Honolulu
Crystal,2,145,Milano
Willow,3,198,Atlanta
Marina,4,38,Bridgeport
Jules,1,228,Washington
Nicholas,3,5,Lakewood
Denny,2,273,Columbus
Jazmin,4,70,Jacksonville
Julius,2,142,Albuquerque
Irene,1,54,Anaheim
Catherine,4,44,Irving
Adalind,4,181,Fayetteville
Logan,2,182,San Antonio
Maia,3,17,Minneapolis
Roger,3,107,Quebec
John,3,163,Washington
Mark,2,118,Kansas City
Renee,1,73,Quebec
Mayleen,1,48,Indianapolis
Leroy,4,199,Atlanta
Cara,4,250,Stockton
Janelle,2,42,San Francisco
Samantha,2,84,Richmond
Marvin,1,122,Jacksonville
Angelique,2,16,Milano
Violet,2,278,Amarillo
Ivette,4,12,Worcester
Nate,3,81,Lancaster
Carl,1,263,Pittsburgh
Phoebe,4,2,Madrid
Barry,2,268,Zurich
Evelynn,4,102,Washington
Bob,3,60,Nashville
Erick,2,213,Madrid
Meredith,4,240,Prague
Aleksandra,3,111,San Francisco
Carter,2,161,Lyon
Angela,1,207,San Bernardino
Russel,2,283,El Paso
Teagan,4,170,Baltimore
Marvin,1,186,Otawa
Russel,3,46,Nashville
William,3,293,Amarillo
Henry,4,55,Chicago
Kurt,3,255,Tallahassee
John,4,276,Jersey City
Carl,1,172,Tokyo
Chanelle,4,252,Fremont
Chadwick,4,112,Fort Lauderdale
Carter,2,2,Ontario
Goldie,3,27,Berlin
Rosie,2,103,Miami
Vivian,3,270,Honolulu
Ramon,4,280,Otawa
Alan,1,166,Bakersfield
Carter,1,215,Boston
Wendy,4,253,Glendale
Alessia,4,199,Oklahoma City
Carmen,2,116,Murfreesboro
Phillip,4,145,Rome
Chuck,2,92,Norfolk
Rufus,1,297,Madrid
Domenic,3,40,Fort Lauderdale
Rocco,4,20,Bakersfield
Gabriel,2,128,Tokyo
Boris,3,11,Zurich
Doug,3,56,Henderson
Margaret,2,261,Bridgeport
Ada,4,83,New York
Mason,2,74,Madrid
Bryce,4,115,London
Chanelle,4,80,Rochester
Joseph,1,191,Murfreesboro
Georgia,2,2,Baltimore
Johnny,4,125,San Antonio
Makenzie,1,157,Jacksonville
Paige,2,194,Berna
Henry,2,241,Fayetteville
Anne,1,204,Kansas City
Daria,2,227,Arlington
Maxwell,2,134,New York
Kurt,2,172,Omaha
Kamila,2,147,Fayetteville
Sasha,2,59,Indianapolis
Chadwick,3,281,Bellevue
Barney,2,64,Tallahassee
Julian,1,78,Rochester
Matt,1,223,San Bernardino
Harry,3,71,Fayetteville
Johnny,3,183,Henderson
Alex,1,96,Otawa
Bob,2,85,Fort Lauderdale
Camellia,2,90,Quebec
Chad,1,90,Denver
Jocelyn,3,103,Richmond
Rick,2,259,Boston
Denny,3,27,Quebec
Andrea,4,168,Las Vegas
Cameron,4,182,San Francisco
Bryon,2,69,Baltimore
Hank,2,139,Fayetteville
Sofie,4,51,Los Angeles
Aeris,3,21,Pittsburgh
Stephanie,1,88,Arlington
Marjorie,3,100,Moreno Valley
Alice,1,295,Minneapolis
Gwenyth,1,18,Reno
Carter,1,7,Venice
Harvey,4,249,San Francisco
Tyler,3,274,Salem
Abbey,1,289,Fort Lauderdale
Liliana,1,213,Lancaster
Tyler,4,248,Bakersfield
Daniel,2,107,Indianapolis
Meredith,1,104,Sacramento
Shelby,3,293,Orlando
Emerald,1,226,St. Louis
Matt,1,279,Los Angeles
Elly,3,123,Zurich
Matt,4,221,Berlin
Carrie,2,145,Lyon
Ember,4,90,Tallahassee
Candace,1,73,Albuquerque
Mabel,1,156,Fremont
Isla,3,187,Colorado Springs
Janelle,3,299,Stockton
Denis,1,20,Bakersfield
Mona,3,220,San Antonio
Dorothy,4,196,Murfreesboro
Johnathan,2,59,Oklahoma City
Doug,2,32,Madison
Ronald,3,211,Anaheim
Mark,4,54,Springfield
Hayden,1,45,Madrid
Barry,2,213,Rochester
Abdul,4,30,Bucharest
Sofia,3,145,Madison
Chad,4,177,Valetta
Fred,4,32,Washington
Lucas,3,69,Richmond
Owen,1,243,Salt Lake City
Ilona,3,275,Memphis
David,3,212,Huntsville
Shelby,2,213,New Orleans
Doug,2,223,Omaha
Sebastian,1,117,Lincoln
Payton,3,284,Fayetteville
Cameron,3,114,Tokyo
Raquel,4,101,Chicago
Rita,2,54,Omaha
Bernadette,1,206,Salem
Natalie,2,75,Louisville
Chad,2,260,Indianapolis
Jack,3,190,Lakewood
Regina,4,201,St. Louis
Aleksandra,1,78,Detroit
Aleksandra,1,248,Phoenix
Thea,4,216,Stockton
Alexa,2,288,San Bernardino
Russel,1,271,Worcester
Victoria,3,91,Valetta
Marvin,2,115,Lincoln
Moira,1,120,Detroit
Tyson,2,58,Oakland
Julianna,4,155,Quebec
Rosie,4,244,Murfreesboro
Liam,1,206,Worcester
Denny,3,124,Minneapolis
Benjamin,3,201,Denver
Savannah,1,36,Sacramento
Ramon,4,61,Sacramento
Erica,1,91,Chicago
Ethan,3,259,Long Beach
Felicity,2,248,Reno
Danny,1,255,Stockton
Kimberly,2,112,Paris
Cassidy,4,48,Richmond
Davina,1,9,Moreno Valley
Mackenzie,2,281,Saint Paul
Aurelia,3,101,Tokyo
Caydence,1,121,San Antonio
Jolene,1,26,San Francisco
Maia,3,35,Bridgeport
Mara,2,212,Saint Paul
Rocco,2,21,Bakersfield
Darlene,1,75,Otawa
Carl,4,99,Boston
Jayden,2,105,Atlanta
Cedrick,4,200,Baltimore
Evie,2,87,Seattle
Johnathan,1,222,New York
